village_id,village,district,block,state,is_core_sample,latitude,longitude,vv_before,vh_before,vv_after,vh_after,sar_before_image_count,sar_after_image_count
160,Mayum,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,29.0924208,94.9597907,-10.504728640914328,-16.93561385738029,-10.58545245539647,-17.045555537318627,29,32
161,Tashi Gaon,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,28.8743385,95.1028336,-10.042107887533222,-16.425399644266648,-10.038370308559811,-16.39632015812013,29,32
162,Jido,Upper Siang,Tuting,Arunachal Pradesh,True,28.9820594,94.904882,-9.22259379427785,-16.151550213556465,-9.3242713527197,-16.215923544901965,29,32
163,Lali,Upper Siang,Tuting,Arunachal Pradesh,True,29.0003932,94.8912175,-6.198185214759469,-13.227197858830978,-6.183277703589151,-13.243784852346106,29,32
164,Ngaming,Upper Siang,Tuting,Arunachal Pradesh,True,28.9686342,94.9381419,-7.698632561540426,-14.455805948556003,-7.827588026817589,-14.557054592163274,29,32
165,Nyering,Upper Siang,Tuting,Arunachal Pradesh,True,28.9360701,95.0104597,-10.135833082049981,-16.676582394293185,-10.310279483820363,-16.781731469074344,29,32
166,Pango,Upper Siang,Tuting,Arunachal Pradesh,True,28.8870297,94.7578559,-2.9275927314267265,-10.234233490891834,-2.9803661600594444,-10.348534617245813,29,32
167,Pekong,Upper Siang,Tuting,Arunachal Pradesh,True,28.9878787,94.8919255,-6.321304297714889,-13.146549143558957,-6.2808009461651295,-13.011414592136362,29,32
168,Pekong,Upper Siang,Tuting,Arunachal Pradesh,True,28.9878787,94.8919255,-6.321304297714889,-13.146549143558957,-6.2808009461651295,-13.011414592136362,29,32
169,Pokbir,Upper Siang,Tuting,Arunachal Pradesh,True,28.963981,94.9375517,-7.462957612154565,-14.519552822246135,-7.57534281924259,-14.633931366130916,29,32
170,Rishing,Upper Siang,Tuting,Arunachal Pradesh,True,28.9984023,94.8852907,-6.492651501592906,-13.39286442642384,-6.453801736986386,-13.244275492126588,29,32
171,Tenggo,Upper Siang,Tuting,Arunachal Pradesh,True,29.0668244,94.478654,-9.932649123557988,-16.442953474246522,-9.973032816908015,-16.519980668790595,29,32
172,Dadu,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.3625828,93.5395735,-3.1676678817765174,-10.092884808391856,-3.1414009704197072,-10.127033605701422,29,39
173,Gumsing,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4321817,93.2172532,-7.608081980525654,-13.79315745816388,-7.409500392285918,-13.698284446884125,29,39
174,Lingbing,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4367283,93.2151175,-7.149982380664355,-13.324284432395006,-6.956551880827297,-13.311592366644161,29,39
175,Redding,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4851077,93.4621565,-7.836333113869163,-14.423967176749398,-7.680592897015409,-14.401466768473545,29,39
176,Redding Camp,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4851077,93.4621565,-7.836333113869163,-14.423967176749398,-7.680592897015409,-14.401466768473545,29,39
177,Taying,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4321817,93.2172532,-7.608081980525654,-13.79315745816388,-7.409500392285918,-13.698284446884125,29,39
178,Yaja,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4354329,93.2468461,-8.786250552735352,-14.883725676664357,-8.772377837968063,-14.942996710101783,29,39
179,Chokar,Upper Subansiri,Nacho,Arunachal Pradesh,True,28.4279157,93.8094041,-7.876630855031017,-14.29313728750289,-7.838045099201423,-14.349973846114185,58,71
180,Jerigaon,West Kameng,Nafra,Arunachal Pradesh,True,27.3403204,92.4726477,-8.908075529236728,-15.489769723927166,-8.82922356496603,-15.416972605077955,29,28
181,Khellong,West Kameng,Nafra,Arunachal Pradesh,True,27.0133852,92.4145185,-4.115127963403578,-11.141749501358866,-4.198881248002585,-11.276307011269969,29,28
182,Gatam,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.0979458,93.6001405,-9.835032090392692,-16.91827875647614,-10.044885210407516,-17.072494027751723,29,58
183,Habak,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.1084846,93.5827385,-8.340181279454047,-15.585842728598902,-8.35280539098351,-15.562986829020723,29,39
184,Hapuk (I),Kra daadi,Pipsorang,Arunachal Pradesh,True,28.0967863,93.5839299,-3.9403353188897148,-11.407959363597428,-4.075318331312845,-11.526943605190057,29,39
185,Kokso,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.0838152,93.6115937,-8.058273990705493,-15.21479318989282,-8.141987083894321,-15.278691850479184,58,71
186,Richik,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.064816,93.6543383,-9.048719931855084,-15.767294264974758,-9.132728870029212,-15.892940128731345,58,71
187,Chungthang,North,Chungthang,Sikkim,True,27.604236,88.6465196,-8.225833142077487,-14.602990088185875,-7.449944133986409,-14.231199806031675,31,29
188,Tung,North,Chungthang,Sikkim,True,27.5475,88.6493,-8.929063711756577,-15.41536931558093,-9.097286255649115,-15.727131369765932,31,29
189,Chawang,North,Kabi Tingda,Sikkim,True,27.4415,88.5992,-3.024167944133121,-9.550102648220712,-2.9334075096629415,-9.62970477214768,31,29
190,Labi,North,Kabi Tingda,Sikkim,True,27.4373,88.6584,-14.192169141348726,-20.10773689145215,-14.22708928243599,-20.37128109363899,31,29
191,Paney-Phensong,North,Kabi Tingda,Sikkim,True,27.4340487,88.6127695,-11.451194353938135,-17.740823635135843,-11.525705886908366,-17.806209363463115,31,29
192,Phamtam,North,Kabi Tingda,Sikkim,True,27.4557,88.61,-7.141765155051411,-13.243371495474765,-7.288427847573354,-13.516852689131504,31,29
193,Phodong,North,Kabi Tingda,Sikkim,True,27.4130306,88.5838702,-3.5277513165916394,-10.113225628516608,-3.4455255612260793,-10.040417776180966,31,29
194,Ramthang,North,Kabi Tingda,Sikkim,True,27.4039854,88.550947,-7.922669279684407,-14.31138667289994,-8.072064808773403,-14.398908983921638,31,29
195,Rongong,North,Kabi Tingda,Sikkim,True,27.4092,88.5635,-8.682598281988499,-14.88421525489511,-8.73144997328082,-14.910757285512318,31,29
196,Tangyek,North,Kabi Tingda,Sikkim,True,27.4207,88.527,-12.08011593772366,-18.389090954208537,-12.121895352357331,-18.41342861621373,31,29
197,Tingchim,North,Kabi Tingda,Sikkim,True,27.4607586,88.5277316,-11.155306224053774,-17.586865163623415,-11.098936702686101,-17.633591587866093,31,29
198,Tingda,North,Kabi Tingda,Sikkim,True,27.3957,88.6272,-9.212342369662974,-15.520614923845164,-9.126555691047782,-15.441350076291858,31,29
199,Tumlong,North,Kabi Tingda,Sikkim,True,27.4198712,88.5898311,-3.62584550157274,-10.371239286302897,-3.7262429286357293,-10.312364314788974,31,29
200,Lachen,North,Lachen,Sikkim,True,27.7305455,88.5469054,-3.126729083195508,-9.857303732655874,-3.098600766439607,-9.787877101160586,31,29
201,Lachung,North,Lachung,Sikkim,True,27.7794,88.7152648,-10.316882507345472,-16.593788491618586,-10.439216409975096,-16.57466782823193,31,29
202,Barfok,North,Passingdang,Sikkim,True,27.4977,88.491,-6.472055425548384,-12.97343527669591,-6.581731090715929,-13.141580280106593,31,29
203,Gor,North,Passingdang,Sikkim,True,27.4302826,88.4984203,-4.163776666008679,-10.73859174730894,-4.240683167766127,-10.800917617026686,31,29
204,Hee-Gyathang,North,Passingdang,Sikkim,True,27.4816,88.4991,-5.949015403590705,-12.646176550662947,-6.0891237141992445,-12.81689837928845,31,29
205,Lingdem,North,Passingdang,Sikkim,True,27.5494817,88.4569319,-5.577875515491477,-12.319026997682252,-5.6583486815221935,-12.398718128666752,31,29
206,Lingdong,North,Passingdang,Sikkim,True,27.5073091,88.5194632,-2.4408416561732746,-9.26162359506241,-2.380049550334998,-9.147344208057113,31,29
207,Lingthem,North,Passingdang,Sikkim,True,27.5224732,88.5014686,-6.180194055605564,-12.631063924696523,-6.228619140600032,-12.632249258089892,31,29
208,Lingzah-Tolung,North,Passingdang,Sikkim,True,27.571,88.4466,-13.323643622491208,-19.323518958966627,-13.398667633436384,-19.499068727101736,31,29
209,Lum,North,Passingdang,Sikkim,True,27.394,88.48,-4.1644510719706425,-10.71921250177512,-4.156897212835537,-10.81727159620096,31,29
210,Namok,North,Passingdang,Sikkim,True,27.4504654,88.5375829,-12.200684095092132,-18.266336647336175,-12.189284249358249,-18.452641129288377,31,29
211,Sakyong-Pentong,North,Passingdang,Sikkim,True,27.5797,88.4049,-7.491141498397737,-13.780523902068957,-7.539129320790184,-13.913931882371118,31,29
212,Salim Pakel,North,Passingdang,Sikkim,True,27.5379,88.5518,-8.09227344527589,-14.37163430766463,-8.091514673894304,-14.493149968273244,31,29
213,Sangtok,North,Passingdang,Sikkim,True,27.4091,88.504,-3.8775923501204956,-10.62990453723053,-3.955570209534629,-10.751917486199586,31,29
214,Sheyam,North,Passingdang,Sikkim,True,27.4367,88.528,-11.163723562633361,-17.299297367107172,-11.096362231546694,-17.214593509643894,31,29
215,Shipgyer,North,Passingdang,Sikkim,True,27.5544461,88.6336147,-4.538571372698268,-10.954018863858769,-4.551396122111361,-11.002655885455484,31,29
216,Tingbong,North,Passingdang,Sikkim,True,27.5524,88.4984,0.5409400700548118,-6.345942274095604,0.41356818926742195,-6.440950185129701,31,29
217,Zimchung,North,Passingdang,Sikkim,True,27.4903,88.5321,-11.085570271061346,-17.348641553498354,-11.105907763968723,-17.21580425317411,31,29
218,Bampa,Chamoli,Joshimath,Uttarakhand,True,30.7436664,79.8297153,-5.255243106917687,-13.24443273820888,-5.738203570552776,-13.30859576119151,62,60
219,Gamsali,Chamoli,Joshimath,Uttarakhand,True,30.7559986,79.8261873,-8.751252523907239,-16.444299667036518,-8.68607087858884,-16.265611062251285,62,60
220,Gurguti,Chamoli,Joshimath,Uttarakhand,True,30.7738,79.8758,-8.192820920420615,-15.354793001376585,-8.328542337332594,-15.447192584178985,62,60
221,Joshimath,Chamoli,Joshimath,Uttarakhand,True,30.5555752,79.5612607,-6.691269754996665,-14.396594726356152,-6.7220617526523965,-14.287606881710218,31,29
222,Kailashpur,Chamoli,Joshimath,Uttarakhand,True,30.7148,79.8639,-2.5766251779545204,-12.360847762120917,-3.317177370832982,-12.592448906892233,62,60
223,Mahargaon,Chamoli,Joshimath,Uttarakhand,True,30.4061118,79.4205814,-11.061846909034744,-17.71854883307404,-11.017332620461323,-17.51520886112151,31,29
224,Malari,Chamoli,Joshimath,Uttarakhand,True,30.6845508,79.8893688,-12.538805183388945,-19.41945661764523,-12.630286530619793,-19.345827750202364,62,60
225,Mana,Chamoli,Joshimath,Uttarakhand,True,30.9671228,79.4109692,-7.841696797679293,-15.742276617608159,-7.413848274213171,-15.311715222592657,31,29
226,Bilju,Pithoragarh,Munsyari,Uttarakhand,True,30.3949398,80.1659059,-13.549818042976279,-20.989414769616875,-13.597785280688269,-21.160634934081948,62,60
227,Burphu,Pithoragarh,Munsyari,Uttarakhand,True,30.3666548,80.1842308,-11.80699006091384,-19.534409356446684,-11.839100033304904,-19.46643241417921,62,60
228,Martoli,Pithoragarh,Munsyari,Uttarakhand,True,30.3482498,80.1931552,-9.801142954234313,-18.189894656820318,-9.95732449568935,-18.303726165987957,62,60
229,Rilkot,Pithoragarh,Munsyari,Uttarakhand,True,30.3104468,80.2080315,-5.641301909952764,-14.630971014901775,-6.93547465491234,-15.442984460078858,62,60
230,Tola,Pithoragarh,Munsyari,Uttarakhand,True,30.3356863,80.2121168,-13.903683350089802,-20.77218250778516,-14.053622122793461,-20.989573985914674,62,60
231,Baling,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2092254,80.5479905,-8.488202622212397,-14.972265897351678,-8.451249806225466,-14.739817137366337,31,31
232,Dar,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.069216,80.602947,-10.341366928758074,-16.639816468492388,-10.29803297356678,-16.552346114081182,31,31
233,Dugtu,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.21,80.5679,-14.16910659899138,-19.454518871263513,-14.120217263748248,-20.109444211243403,31,31
234,Garbyang,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1251387,80.8575277,-6.664419102996621,-14.18872036242048,-6.7610424426884,-14.234271176754971,31,31
235,Gunji,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1865763,80.8508108,-10.782113823787205,-17.752825738585663,-10.857398044707324,-17.634652012410793,31,31
236,Kuti,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.3078792,80.7599224,-11.94466213001051,-19.39222368109062,-12.111733839782953,-19.372215629536566,31,31
237,Navi,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2049725,80.8373063,-11.747688431041436,-18.24629036797331,-11.70739911986383,-18.17964221954863,31,31
238,Rongkong (Raung Kong),Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2033451,80.8316381,-9.811615767897337,-16.45149486060403,-9.930960901057993,-16.418394949742048,31,31
239,Sela,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1472581,80.6056591,-9.677405979058717,-16.103849108501695,-9.644896172844357,-16.10659707474594,31,31
240,Tidang,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.246,80.5487,-10.252296719104798,-17.183893205610296,-10.329800082494303,-17.200850944340115,31,31
241,Amali,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,29.7039,80.3278,-9.15158981104723,-15.556322428314163,-8.867991587670485,-15.280086132951752,31,31
242,Bagori,Uttarkashi,Bhatwari,Uttarakhand,True,30.7702443,78.4746317,-6.126333005041883,-12.353512199372087,-6.102543216358616,-12.36128837928427,31,29
243,Dharali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0408468,78.7815312,-10.143208843856794,-17.07958048690413,-10.5936888088808,-17.53158759877932,31,29
244,Harshil,Uttarkashi,Bhatwari,Uttarakhand,True,31.0350501,78.7572289,-11.335120223197883,-17.65497984548147,-11.694208321422494,-18.12425718773878,31,29
245,Jadung,Uttarkashi,Bhatwari,Uttarakhand,True,31.1648,79.0397,-9.566640828990186,-18.299537855468543,-9.419324180311378,-17.793490635493498,31,29
246,Jaspur,Uttarkashi,Bhatwari,Uttarakhand,True,30.727214,78.4636435,-13.100623618209102,-18.87148832179008,-13.067355799612942,-18.755097909594138,31,29
247,Jhala,Uttarkashi,Bhatwari,Uttarakhand,True,31.0248573,78.7101354,-7.58732376188597,-15.196688755768056,-7.988248130295207,-15.684262845783989,31,29
248,Mukhawa,Uttarkashi,Bhatwari,Uttarakhand,True,31.0542,78.7901,-9.099133516248889,-15.973529746240263,-9.274829738917573,-15.948731617500169,31,29
249,Nelang,Uttarkashi,Bhatwari,Uttarakhand,True,31.121954,79.0304088,-7.350034830449737,-14.977786252181026,-7.327387209559004,-14.809112442276506,31,29
250,Purali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0299258,78.7099965,-4.266606814738073,-12.06162237618605,-4.47531471275834,-12.063344623200742,31,29
251,Sukki,Uttarkashi,Bhatwari,Uttarakhand,True,31.014,78.7108,-7.250288097584056,-14.16520040977842,-7.317859664954848,-14.23305684747298,31,29
252,Chhitkul,Kinnaur,Unknown,Himachal Pradesh,False,31.3881,78.46219,-7.405405312540691,-14.757900690242437,-7.294708732997188,-14.729642752290731,31,29
253,Pooh,Kinnaur,Unknown,Himachal Pradesh,False,31.76159,78.5839324,-4.661580220381154,-11.947883013860102,-4.539938989991067,-11.692451637658953,31,28
254,Nako,Kinnaur,Unknown,Himachal Pradesh,False,31.8813748,78.6270483,-12.179042219876306,-18.95300914186844,-12.03711079464975,-18.948071419331313,31,28
255,Leo,Kinnaur,Unknown,Himachal Pradesh,False,31.8839167,78.5935199,-8.03204987473079,-15.273100956030424,-7.940961243586359,-15.090309978341626,31,28
256,Chango,Kinnaur,Unknown,Himachal Pradesh,False,31.9777573,78.5944015,-11.194867609567547,-17.825603794950393,-11.090905321521287,-17.687364746993435,31,28
257,Gue,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.1310531,78.5697113,-10.794766788764917,-18.50035501584506,-10.558433339301347,-18.213910475747014,32,29
258,Lalung,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.14927,78.27071,-9.507157133109187,-16.983260673548536,-8.69046935186902,-16.577117171393265,59,87
