District,Block,Habitation,LGD_Code,Households,Population,geocode_query_used,latitude,longitude,geocode_status,bhuvan_vid,bhuvan_population
Kurung Kumey,Parsi-Parlo,Nyokuriang,265740,12,63.0,"Nyokuriang, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",28.0062351,93.5622034,matched,,
Kurung Kumey,Parsi-Parlo,Pachang,265762,31,161.0,"Pachang, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",28.0250521,93.4720132,matched,,
Kurung Kumey,Parsi-Parlo,Pado I,265733,24,133.0,"Pado I, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",27.9756026,93.5757879,matched,,
Kurung Kumey,Parsi-Parlo,Pagam,265766,10,55.0,"Pagam, Kurung Kumey, Arunachal Pradesh, India",28.049312,93.4584998,"matched (fallback query, no block)",,
Kurung Kumey,Parsi-Parlo,Pape,265765,24,129.0,"Pape, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",28.0129617,93.4902587,matched,,
Kurung Kumey,Parsi-Parlo,Pariang,265747,20,122.0,"Pariang, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",28.0328165,93.4803814,matched,,
Kurung Kumey,Parsi-Parlo,Parsi-Parlo H.Q.,265712,39,234.0,"Parsi-Parlo H.Q., Kurung Kumey, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Kurung Kumey,Parsi-Parlo,Passik,265753,14,83.0,"Passik, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",28.0360017,93.4705453,matched,,
Kurung Kumey,Parsi-Parlo,Pilop,265751,24,114.0,"Pilop, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",28.004125,93.5674707,matched,,
Kurung Kumey,Parsi-Parlo,Rashik,265741,14,88.0,"Rashik, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",28.0080613,93.5508476,matched,,
Kurung Kumey,Parsi-Parlo,Renchiporiang -I,265720,24,165.0,"Renchiporiang -I, Kurung Kumey, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Kurung Kumey,Parsi-Parlo,Yarba-I,265731,24,142.0,"Yarba-I, Parsi-Parlo, Kurung Kumey, Arunachal Pradesh, India",27.96349,93.5654022,matched,,
Kurung Kumey,Sarli,Bala,265704,3,15.0,"Bala, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9431025,93.1252507,matched,,
Kurung Kumey,Sarli,Chaching,265693,6,43.0,"Chaching, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9375989,93.2339474,matched,,
Kurung Kumey,Sarli,Chulu,265711,15,65.0,"Chulu, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.8792111,93.0545229,matched,,
Kurung Kumey,Sarli,Gane,265702,5,30.0,"Gane, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9643147,93.0391329,matched,,
Kurung Kumey,Sarli,Haraiho,265678,5,29.0,"Haraiho, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9804475,93.1383943,matched,,
Kurung Kumey,Sarli,Kapu,265708,16,91.0,"Kapu, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.8879985,93.075251,matched,,
Kurung Kumey,Sarli,Koropu,265685,10,49.0,"Koropu, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9899045,93.2023371,matched,,
Kurung Kumey,Sarli,Machane,265701,16,99.0,"Machane, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9220981,93.0770012,matched,,
Kurung Kumey,Sarli,Malo,265677,7,44.0,"Malo, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9563848,93.1153543,matched,,
Kurung Kumey,Sarli,Milli,265703,21,121.0,"Milli, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9506354,93.0574678,matched,,
Kurung Kumey,Sarli,Namjo,265698,6,51.0,"Namjo, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.942996,93.1849686,matched,,
Kurung Kumey,Sarli,New Sarli,265681,7,26.0,"New Sarli, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9582217,93.1705235,matched,,
Kurung Kumey,Sarli,Pale,265700,8,62.0,"Pale, Kurung Kumey, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Kurung Kumey,Sarli,Riya,265710,4,15.0,"Riya, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.8776779,93.0467319,matched,,
Kurung Kumey,Sarli,Sahrma,265706,10,64.0,"Sahrma, Kurung Kumey, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Kurung Kumey,Sarli,Sape,265676,19,226.0,"Sape, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9549291,93.1321419,matched,,
Kurung Kumey,Sarli,Sarli,265673,39,340.0,"Sarli, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9525582,93.163373,matched,,
Kurung Kumey,Sarli,Sate,265674,56,248.0,"Sate, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9537376,93.1572444,matched,,
Kurung Kumey,Sarli,Vatalin,265707,10,52.0,"Vatalin, Kurung Kumey, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Kurung Kumey,Sarli,Wabia,265696,11,95.0,"Wabia, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9413919,93.1360402,matched,,
Kurung Kumey,Sarli,Walu,265699,5,47.0,"Walu, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.9413919,93.1360402,matched,,
Kurung Kumey,Sarli,Waru,265709,24,122.0,"Waru, Sarli, Kurung Kumey, Arunachal Pradesh, India",27.8852647,93.0448126,matched,,
Lower Dibang,Hunli-Desali,Chanli,266090,8,45.0,"Chanli, Lower Dibang, Arunachal Pradesh, India",28.2923493,96.0296242,"matched (fallback query, no block)",,
Lower Dibang,Hunli-Desali,Yuma (7 KM),266052,8,21.0,"Yuma (7 KM), Lower Dibang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Jang-Thingbu,Broxer,261609,0,0.0,"Broxer, Tawang, Arunachal Pradesh, India",27.622647,91.9631993,"matched (fallback query, no block)",,
Tawang,Jang-Thingbu,Dungse,261557,375,1770.0,"Dungse, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Jang-Thingbu,Kharsa(New),261555,102,559.0,"Kharsa(New), Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Jang-Thingbu,Kharsa(Old),261554,24,132.0,"Kharsa(Old), Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Jang-Thingbu,Luguthang,261611,11,58.0,"Luguthang, Tawang, Arunachal Pradesh, India",27.5948234,92.1857466,"matched (fallback query, no block)",,
Tawang,Jang-Thingbu,Mago,261607,75,486.0,"Mago, Tawang, Arunachal Pradesh, India",27.6883395,92.2081099,"matched (fallback query, no block)",,
Tawang,Jang-Thingbu,Marmang,261553,74,497.0,"Marmang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Jang-Thingbu,Namazing,261556,121,664.0,"Namazing, Tawang, Arunachal Pradesh, India",27.5506261,91.9768197,"matched (fallback query, no block)",,
Tawang,Jang-Thingbu,Rho,261608,132,652.0,"Rho, Tawang, Arunachal Pradesh, India",27.6141065,91.987227,"matched (fallback query, no block)",,
Tawang,Jang-Thingbu,Sarong,261606,10,33.0,"Sarong, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Jang-Thingbu,Thingbu H.Q.,261610,69,363.0,"Thingbu H.Q., Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Jang-Thingbu,Yuthumbu,261558,204,1363.0,"Yuthumbu, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Audung,261537,41,145.0,"Audung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Bathung,261536,9,39.0,"Bathung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Boimkang,261550,12,41.0,"Boimkang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Boksar,261543,16,64.0,"Boksar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Bomdir Basti,261528,59,235.0,"Bomdir Basti, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Bongbong/Chaksam,261545,9,40.0,"Bongbong/Chaksam, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Bragyap,261548,19,81.0,"Bragyap, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Grenghar,261521,21,112.0,"Grenghar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Jamkhar (Shemghar),261538,17,90.0,"Jamkhar (Shemghar), Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Jyarmang Ani Gonpa,261526,5,5.0,"Jyarmang Ani Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Khardung,261551,35,127.0,"Khardung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Khrimu,261547,148,596.0,"Khrimu, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Khromten Gonpa,261525,1,2.0,"Khromten Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Kitpi,261533,15,53.0,"Kitpi, Kitpi, Tawang, Arunachal Pradesh, India",27.5731189,91.90284,matched,,
Tawang,Kitpi,Kitpi II,261534,60,210.0,"Kitpi II, Kitpi, Tawang, Arunachal Pradesh, India",27.5731189,91.90284,matched,,
Tawang,Kitpi,Kralling,261544,23,124.0,"Kralling, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Langbutse,261530,30,134.0,"Langbutse, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Lhargong,261523,16,58.0,"Lhargong, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Namet,261524,36,150.0,"Namet, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Namtungtse,261527,18,89.0,"Namtungtse, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Ruighar,261539,10,28.0,"Ruighar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Shernup,261542,21,94.0,"Shernup, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Soma,261546,15,37.0,"Soma, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Tarmang Gonpa,261531,5,21.0,"Tarmang Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Tengteng (Thengthin),261522,14,47.0,"Tengteng (Thengthin), Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Themkhar,261535,8,38.0,"Themkhar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Thongmin Gonpa,261549,6,13.0,"Thongmin Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Waikher,261532,19,79.0,"Waikher, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Kitpi,Zyemteng,261529,30,109.0,"Zyemteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,8 K.M. Labour Camp,261446,84,348.0,"8 K.M. Labour Camp, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Bigha,261460,13,48.0,"Bigha, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Blemleng,261468,3,13.0,"Blemleng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Bomba,261464,19,85.0,"Bomba, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Bomdir Supply,261505,0,0.0,"Bomdir Supply, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Brakhar Gompa,261572,12,104.0,"Brakhar Gompa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Brukpaleng,261568,4,45.0,"Brukpaleng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Bumteng,261463,32,114.0,"Bumteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Chala Gonpa,261475,1,3.0,"Chala Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Changprong,261457,42,201.0,"Changprong, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Changteng,261511,13,68.0,"Changteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Damgyen,261455,25,115.0,"Damgyen, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Darmong G,261516,0,0.0,"Darmong G, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Dharmakang,261514,16,83.0,"Dharmakang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Dungkhar,261581,6,19.0,"Dungkhar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Famla,261499,13,88.0,"Famla, Tawang, Tawang, Arunachal Pradesh, India",27.5612427,91.8523298,matched,,
Tawang,Tawang,Gemreteng,261576,8,24.0,"Gemreteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gompa Village(Basti),261448,0,0.0,"Gompa Village(Basti), Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gorman Gompa,261520,0,0.0,"Gorman Gompa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gormang,261478,13,48.0,"Gormang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gorze Gonpa,261492,0,0.0,"Gorze Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Grakhang,261566,12,66.0,"Grakhang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Grelleng,261565,31,258.0,"Grelleng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gridar Gonpa,261483,3,3.0,"Gridar Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gyada,261484,13,44.0,"Gyada, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gyanggit,261465,16,54.0,"Gyanggit, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gyangkhar,261498,47,239.0,"Gyangkhar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Gyangong Ani Gompa,261445,25,45.0,"Gyangong Ani Gompa, Tawang, Tawang, Arunachal Pradesh, India",27.6003059,91.8525209,matched,,
Tawang,Tawang,Jamyang Choikorling Gonpa,261459,22,166.0,"Jamyang Choikorling Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Jangda,261584,137,682.0,"Jangda, Tawang, Tawang, Arunachal Pradesh, India",27.5942319,91.9742379,matched,,
Tawang,Tawang,Jobrang,261573,11,47.0,"Jobrang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Kangteng,261472,5,22.0,"Kangteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Kegorbteng,261473,30,125.0,"Kegorbteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Khalengche,261582,1,4.0,"Khalengche, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Khamba,261575,63,352.0,"Khamba, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Khartoth,261503,24,103.0,"Khartoth, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Khinmey Gonpa,261507,4,103.0,"Khinmey Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Kitkhar,261461,7,37.0,"Kitkhar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Kyableng,261504,98,370.0,"Kyableng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Labour Camp,261467,1,7.0,"Labour Camp, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Lamrong,261476,6,28.0,"Lamrong, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Lebrang,261453,24,107.0,"Lebrang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Lemberdung,261497,74,328.0,"Lemberdung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Lhoukhar,261563,25,123.0,"Lhoukhar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Lugudung,261579,3,10.0,"Lugudung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Lumkang,261564,9,26.0,"Lumkang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Mandrelling,261449,72,279.0,"Mandrelling, Tawang, Tawang, Arunachal Pradesh, India",27.5952914,91.8697249,matched,,
Tawang,Tawang,New Lebrang,261454,0,0.0,"New Lebrang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Nodo,261479,3,12.0,"Nodo, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Paidhar,261509,6,33.0,"Paidhar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Paigong,261567,95,462.0,"Paigong, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Paikhar,261513,29,120.0,"Paikhar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Pamaghar,261488,60,248.0,"Pamaghar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Ponkang,261518,0,0.0,"Ponkang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Prangteng,261517,0,0.0,"Prangteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Rengyang,261570,24,180.0,"Rengyang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Saikharteng,261502,0,0.0,"Saikharteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Sakpret,261490,54,184.0,"Sakpret, Tawang, Tawang, Arunachal Pradesh, India",27.57568,91.79901,matched,,
Tawang,Tawang,Sangeeling,261458,3,4.0,"Sangeeling, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Seru,261471,145,671.0,"Seru, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Shabur,261485,29,132.0,"Shabur, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Shakpaleng,261578,4,14.0,"Shakpaleng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Shepeadung,261515,4,20.0,"Shepeadung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Shyro,261583,97,636.0,"Shyro, Tawang, Tawang, Arunachal Pradesh, India",27.5744459,91.9464757,matched,,
Tawang,Tawang,Singsore Ani Gompa,261571,27,46.0,"Singsore Ani Gompa, Tawang, Tawang, Arunachal Pradesh, India",27.5952914,91.8697249,matched,,
Tawang,Tawang,Surbi,261469,44,209.0,"Surbi, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Surbu/Tseretse,261580,20,193.0,"Surbu/Tseretse, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Tawang Gompa,261447,40,422.0,"Tawang Gompa, Tawang, Tawang, Arunachal Pradesh, India",27.5866091,91.8573902,matched,,
Tawang,Tawang,Tengpuche Gonpa,261494,4,15.0,"Tengpuche Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Tepsha,261510,11,80.0,"Tepsha, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Tepsotmey,261560,16,73.0,"Tepsotmey, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Thangphe Gonpa,261496,0,0.0,"Thangphe Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Thespa Gonpa,261508,0,0.0,"Thespa Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Thongleng,261493,110,377.0,"Thongleng, Tawang, Tawang, Arunachal Pradesh, India",27.57294,91.79215,matched,,
Tawang,Tawang,Timelo,261451,12,52.0,"Timelo, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Tohsur Gonpa,261489,0,0.0,"Tohsur Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Tsewkhar/DHPD colony,261562,30,279.0,"Tsewkhar/DHPD colony, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Unghar,261500,17,66.0,"Unghar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Yanla Gompa,261577,24,124.0,"Yanla Gompa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Yubu,261512,8,47.0,"Yubu, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Yuesa Gonpa,261491,2,2.0,"Yuesa Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Tawang,Yusum,261486,27,96.0,"Yusum, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,B.T.K (Chumrong),261388,32,125.0,"B.T.K (Chumrong), Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Brokenthang,261378,14,42.0,"Brokenthang, Tawang, Arunachal Pradesh, India",27.7352592,91.724121,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Chellengdung,261428,26,113.0,"Chellengdung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Dorkarong,261437,19,71.0,"Dorkarong, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Dudunghar H.Q.,261430,35,164.0,"Dudunghar H.Q., Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Dung,261386,10,54.0,"Dung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Gorsam,261382,27,103.0,"Gorsam, Tawang, Arunachal Pradesh, India",27.6973252,91.7142454,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Gyamo,261431,0,0.0,"Gyamo, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Hanggang,261390,2,4.0,"Hanggang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Kelengteng,261385,38,131.0,"Kelengteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Kharman,261384,44,200.0,"Kharman, Tawang, Arunachal Pradesh, India",27.691851,91.7463062,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Khebleteng,261393,4,18.0,"Khebleteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Kheleteng,261436,2,8.0,"Kheleteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
